2025-02-15 15:19:45.583 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-02-15 15:19:45.584 | INFO     | __main__:<module>:50 - Project root: /Users/carlosmontoya3/Documents/buzzline-04-montoya
2025-02-15 15:19:45.584 | INFO     | __main__:<module>:54 - Data folder: /Users/carlosmontoya3/Documents/buzzline-04-montoya/data
2025-02-15 15:19:45.584 | INFO     | __main__:<module>:58 - Data file: /Users/carlosmontoya3/Documents/buzzline-04-montoya/data/buzz_live.json
2025-02-15 15:19:45.584 | INFO     | __main__:main:125 - START producer...
2025-02-15 15:19:45.585 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-15 15:19:45.585 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-15 15:19:45.585 | INFO     | __main__:main:134 - {'message': 'I just shared an app! It was amazing.', 'author': 'Charlie'}
2025-02-15 15:19:48.591 | INFO     | __main__:main:134 - {'message': 'I just loved an app! It was boring.', 'author': 'Eve'}
2025-02-15 15:19:51.595 | INFO     | __main__:main:134 - {'message': 'I just saw a meme! It was exciting.', 'author': 'Bob'}
2025-02-15 15:19:54.597 | INFO     | __main__:main:134 - {'message': 'I just found a story! It was boring.', 'author': 'Charlie'}
2025-02-15 15:19:57.598 | INFO     | __main__:main:134 - {'message': 'I just saw a trick! It was amazing.', 'author': 'Alice'}
2025-02-15 15:20:00.600 | INFO     | __main__:main:134 - {'message': 'I just tried a trick! It was amazing.', 'author': 'Eve'}
2025-02-15 15:20:03.606 | INFO     | __main__:main:134 - {'message': 'I just saw a story! It was boring.', 'author': 'Charlie'}
2025-02-15 15:20:06.611 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was exciting.', 'author': 'Eve'}
2025-02-15 15:20:08.540 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-02-15 15:20:08.541 | INFO     | __main__:<module>:38 - Project root: /Users/carlosmontoya3/Documents/buzzline-04-montoya
2025-02-15 15:20:08.541 | INFO     | __main__:<module>:39 - Data folder: /Users/carlosmontoya3/Documents/buzzline-04-montoya/data
2025-02-15 15:20:08.541 | INFO     | __main__:<module>:40 - Data file: /Users/carlosmontoya3/Documents/buzzline-04-montoya/data/buzz_live.json
2025-02-15 15:20:09.061 | INFO     | __main__:main:155 - START consumer.
2025-02-15 15:20:09.617 | INFO     | __main__:main:134 - {'message': 'I just saw a story! It was exciting.', 'author': 'Bob'}
